lat_25.5-lon_75.5,lat_27.5-lon_85.5,lat_32.5-lon_88.5,lat_7.5-lon_66.5,lat_6.5-lon_100.5
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
0.0,NaN,NaN,NaN,NaN
